"","Provider Id","Outlier Rank"
"410",4059,410
"411",18471,411
"412",9833,412
"413",3851,413
"414",1349,414
"415",3531,415
"416",18451,416
"417",1539,417
"418",4910,418
"419",6525,419
"420",11394,420
"421",9304,421
"422",14544,422
"423",5086,423
"424",4247,424
"425",1542,425
"426",16836,426
"427",4627,427
"428",1711,428
"429",13118,429
"430",3561,430
"431",4850,431
"432",7100,432
"433",11988,433
"434",13437,434
"435",11098,435
"436",8332,436
"437",1957,437
"438",5205,438
"439",12681,439
"440",3224,440
"441",16103,441
"442",2656,442
"443",13495,443
"444",18017,444
"445",1907,445
"446",17462,446
"447",5007,447
"448",9770,448
"449",17006,449
"450",18555,450
"451",3265,451
"452",12246,452
"453",1880,453
"454",8461,454
"455",6772,455
"456",4470,456
"457",18041,457
"458",6878,458
"459",17015,459
"460",10537,460
"461",14090,461
"462",3466,462
"463",14370,463
"464",861,464
"465",11690,465
"466",15388,466
"467",17027,467
"468",8503,468
"469",19676,469
"470",8757,470
"471",11391,471
"472",6818,472
"473",12600,473
"474",3317,474
"475",4833,475
"476",12373,476
"477",16609,477
"478",1492,478
"479",13910,479
"480",13767,480
"481",1797,481
"482",11277,482
"483",7077,483
"484",13022,484
"485",8786,485
"486",7198,486
"487",9744,487
"488",16612,488
"489",8587,489
"490",12033,490
"491",9152,491
"492",15187,492
"493",1779,493
"494",5380,494
"495",17947,495
"496",6512,496
"497",10351,497
"498",2454,498
"499",2048,499
"500",4902,500
"501",5363,501
"502",7587,502
"503",1884,503
"504",6114,504
"505",16628,505
"506",14295,506
"507",6795,507
"508",1365,508
"509",6932,509
"510",4853,510
"511",7327,511
"512",17746,512
"513",15529,513
"514",8453,514
"515",12692,515
"516",10660,516
"517",13608,517
"518",4421,518
"519",20002,519
"520",18844,520
"521",2293,521
"522",4691,522
"523",2174,523
"524",2632,524
"525",1690,525
"526",8848,526
"527",15231,527
"528",8934,528
"529",14542,529
"530",2486,530
"531",13192,531
"532",8700,532
"533",12753,533
"534",7576,534
"535",874,535
"536",8237,536
"537",2911,537
"538",16182,538
"539",7287,539
"540",6871,540
"541",18521,541
"542",12622,542
"543",2436,543
"544",16700,544
"545",17852,545
"546",3816,546
"547",2520,547
"548",8853,548
"549",5673,549
"550",1955,550
"551",13155,551
"552",7537,552
"553",18293,553
"554",2395,554
"555",7970,555
"556",9321,556
"557",5087,557
"558",8769,558
"559",9763,559
"560",3098,560
"561",14804,561
"562",14721,562
"563",7173,563
"564",3372,564
"565",8755,565
"566",4603,566
"567",2270,567
"568",6873,568
"569",4487,569
"570",8667,570
"571",14799,571
"572",3189,572
"573",5849,573
"574",4461,574
"575",9073,575
"576",11925,576
"577",2314,577
"578",7957,578
"579",2096,579
"580",10132,580
"581",9766,581
"582",12464,582
"583",7300,583
"584",6920,584
"585",6817,585
"586",14424,586
"587",3122,587
"588",12535,588
"589",13141,589
"590",8243,590
"591",9960,591
"592",5356,592
"593",3475,593
"594",16099,594
"595",19793,595
"596",8067,596
"597",9043,597
"598",9756,598
"599",15099,599
"600",15135,600
"601",2017,601
"602",2189,602
"603",6928,603
"604",9852,604
"605",977,605
"606",18493,606
"607",12084,607
"608",15401,608
"609",7874,609
"610",17844,610
"611",6739,611
"612",15193,612
"613",15169,613
"614",6947,614
"615",6395,615
"616",5261,616
"617",8290,617
"618",15614,618
"619",2615,619
"620",3939,620
"621",9892,621
"622",16035,622
"623",10428,623
"624",12803,624
"625",14696,625
"626",14362,626
"627",15473,627
"628",17185,628
"629",6913,629
"630",2441,630
"631",1860,631
"632",8977,632
"633",15967,633
"634",14941,634
"635",1867,635
"636",4173,636
"637",15872,637
"638",14297,638
"639",13983,639
"640",2530,640
"641",6530,641
"642",8761,642
"643",9954,643
"644",4154,644
"645",12609,645
"646",9171,646
"647",8542,647
"648",4569,648
"649",3660,649
"650",16568,650
"651",5585,651
"652",14078,652
"653",5747,653
"654",1563,654
"655",9891,655
"656",6843,656
"657",13890,657
"658",1538,658
"659",2361,659
"660",11156,660
"661",7871,661
"662",12466,662
"663",13976,663
"664",11493,664
"665",9122,665
"666",4766,666
"667",14692,667
"668",7986,668
"669",7079,669
"670",14348,670
"671",4300,671
"672",1531,672
"673",6497,673
"674",17447,674
"675",8822,675
"676",5576,676
"677",1928,677
"678",5151,678
"679",16495,679
"680",2347,680
"681",13662,681
"682",19084,682
"683",19029,683
"684",4411,684
"685",5538,685
"686",13036,686
"687",2820,687
"688",13753,688
"689",7260,689
"690",8435,690
"691",9032,691
"692",15098,692
"693",9050,693
"694",18956,694
"695",19119,695
"696",3642,696
"697",9988,697
"698",13114,698
"699",2618,699
"700",17444,700
"701",3982,701
"702",4227,702
"703",10813,703
"704",4463,704
"705",18921,705
"706",6806,706
"707",6707,707
"708",6676,708
"709",6922,709
"710",10969,710
"711",18578,711
"712",14376,712
"713",1862,713
"714",16212,714
"715",15006,715
"716",19976,716
"717",1214,717
"718",9061,718
"719",1335,719
"720",14790,720
"721",5258,721
"722",3088,722
"723",8423,723
"724",16466,724
"725",12350,725
"726",1515,726
"727",4914,727
"728",6133,728
"729",11229,729
"730",7908,730
"731",6625,731
"732",4598,732
"733",11069,733
"734",4428,734
"735",7274,735
"736",6887,736
"737",2114,737
"738",17076,738
"739",6735,739
"740",9253,740
"741",16189,741
"742",2485,742
"743",8746,743
"744",15936,744
"745",17384,745
"746",11357,746
"747",2406,747
"748",20203,748
"749",6583,749
"750",15336,750
"751",5374,751
"752",11278,752
"753",2920,753
"754",9931,754
"755",5093,755
"756",3429,756
"757",13140,757
"758",9979,758
"759",7328,759
"760",884,760
"761",3296,761
"762",7123,762
"763",14726,763
"764",3237,764
"765",5326,765
"766",14378,766
"767",4604,767
"768",13135,768
"769",11924,769
"770",11187,770
"771",8537,771
"772",4064,772
"773",2567,773
"774",2849,774
"775",6152,775
"776",8408,776
"777",2575,777
"778",6237,778
"779",8470,779
"780",10184,780
"781",12669,781
"782",2719,782
"783",2085,783
"784",8935,784
"785",8576,785
"786",6160,786
"787",18282,787
"788",3645,788
"789",9471,789
"790",6785,790
"791",9645,791
"792",2007,792
"793",18424,793
"794",7779,794
"795",11501,795
"796",15516,796
"797",7105,797
"798",8513,798
"799",15561,799
"800",19747,800
"801",9338,801
"802",15140,802
"803",13353,803
"804",3119,804
"805",19174,805
"806",8041,806
"807",18511,807
"808",18617,808
"809",7070,809
"810",8098,810
"811",16386,811
"812",9898,812
"813",7805,813
"814",3627,814
"815",2006,815
"816",14774,816
"817",13588,817
"818",2027,818
"819",6687,819
"820",7153,820
"821",10169,821
"822",9953,822
"823",15219,823
"824",11824,824
"825",7272,825
"826",7254,826
"827",4114,827
"828",8698,828
"829",13893,829
"830",1795,830
"831",7251,831
"832",15515,832
"833",3400,833
"834",3115,834
"835",3125,835
"836",12401,836
"837",2673,837
"838",4253,838
"839",1967,839
"840",4968,840
"841",8676,841
"842",13822,842
"843",11291,843
"844",6478,844
"845",12287,845
"846",5367,846
"847",3319,847
"848",15611,848
"849",1491,849
"850",4358,850
"851",10338,851
"852",2451,852
"853",8773,853
"854",11459,854
"855",19330,855
"856",11990,856
"857",1908,857
"858",4187,858
"859",11500,859
"860",11228,860
"861",5479,861
"862",15957,862
"863",4213,863
"864",3073,864
"865",13512,865
"866",13407,866
"867",3407,867
"868",17240,868
"869",3482,869
"870",16798,870
"871",4186,871
"872",3258,872
"873",3685,873
"874",4594,874
"875",2763,875
"876",14734,876
"877",908,877
"878",5671,878
"879",9646,879
"880",6102,880
"881",7187,881
"882",14926,882
"883",128,883
"884",3575,884
"885",4404,885
"886",12045,886
"887",3730,887
"888",5005,888
"889",4565,889
"890",14147,890
"891",1049,891
"892",10114,892
"893",2788,893
"894",3565,894
"895",19586,895
"896",8488,896
"897",12897,897
"898",11808,898
"899",14653,899
"900",1550,900
"901",3097,901
"902",6863,902
"903",6669,903
"904",2908,904
"905",15055,905
"906",5146,906
"907",18495,907
"908",4104,908
"909",3626,909
"910",14335,910
"911",10122,911
"912",11132,912
"913",1642,913
"914",2478,914
"915",5362,915
"916",5596,916
"917",6869,917
"918",4405,918
"919",18118,919
"920",9453,920
"921",17580,921
"922",9064,922
"923",5834,923
"924",5304,924
"925",2917,925
"926",4305,926
"927",14722,927
"928",10716,928
"929",6383,929
"930",4719,930
"931",5079,931
"932",6554,932
"933",5595,933
"934",8982,934
"935",11138,935
"936",7579,936
"937",18389,937
"938",11097,938
"939",7846,939
"940",5553,940
"941",4293,941
"942",15237,942
"943",3254,943
"944",9550,944
"945",16370,945
"946",15807,946
"947",19804,947
"948",6867,948
"949",6345,949
"950",1528,950
"951",3031,951
"952",9216,952
"953",5302,953
"954",6498,954
"955",4583,955
"956",3399,956
"957",18295,957
"958",12849,958
"959",9140,959
"960",2420,960
"961",7573,961
"962",1903,962
"963",2518,963
"964",7270,964
"965",6976,965
"966",10152,966
"967",15288,967
"968",10840,968
"969",12371,969
"970",16295,970
"971",1926,971
"972",13059,972
"973",4258,973
"974",7931,974
"975",8816,975
"976",15038,976
"977",4275,977
"978",6531,978
"979",13316,979
"980",2239,980
"981",16587,981
"982",7180,982
"983",7656,983
"984",674,984
"985",6181,985
"986",5793,986
"987",6277,987
"988",11807,988
"989",1780,989
"990",4171,990
"991",3868,991
"992",5947,992
"993",10340,993
"994",2671,994
"995",18087,995
"996",7523,996
"997",8365,997
"998",3986,998
"999",7297,999
"1000",11490,1000
"1001",9608,1001
"1002",6906,1002
"1003",14499,1003
"1004",7922,1004
"1005",17813,1005
"1006",10194,1006
"1007",15124,1007
"1008",15025,1008
"1009",14532,1009
"1010",16980,1010
"1011",11106,1011
"1012",4546,1012
"1013",16733,1013
"1014",3172,1014
"1015",7505,1015
"1016",14112,1016
"1017",7942,1017
"1018",778,1018
"1019",15316,1019
"1020",1919,1020
"1021",6917,1021
"1022",7643,1022
"1023",1998,1023
"1024",13458,1024
"1025",7602,1025
"1026",8036,1026
"1027",8753,1027
"1028",6169,1028
"1029",11468,1029
"1030",623,1030
"1031",1785,1031
"1032",14682,1032
"1033",18143,1033
"1034",1599,1034
"1035",10451,1035
"1036",9009,1036
"1037",7397,1037
"1038",8798,1038
"1039",12175,1039
"1040",19432,1040
"1041",4049,1041
"1042",2829,1042
"1043",18119,1043
"1044",9095,1044
"1045",14586,1045
"1046",14589,1046
"1047",6159,1047
"1048",2843,1048
"1049",8782,1049
"1050",15999,1050
"1051",7692,1051
"1052",6529,1052
"1053",17997,1053
"1054",3681,1054
"1055",4476,1055
"1056",6916,1056
"1057",20166,1057
"1058",12932,1058
"1059",7938,1059
"1060",1132,1060
"1061",5425,1061
"1062",8248,1062
"1063",4071,1063
"1064",16221,1064
"1065",9231,1065
"1066",10917,1066
"1067",16237,1067
"1068",15200,1068
"1069",11845,1069
"1070",16393,1070
"1071",622,1071
"1072",9831,1072
"1073",12421,1073
"1074",1707,1074
"1075",2388,1075
"1076",4319,1076
"1077",1888,1077
"1078",6896,1078
"1079",14523,1079
"1080",19359,1080
"1081",18358,1081
"1082",13344,1082
"1083",4553,1083
"1084",2001,1084
"1085",3658,1085
"1086",12915,1086
"1087",5227,1087
"1088",12859,1088
"1089",12968,1089
"1090",2285,1090
"1091",3528,1091
"1092",15764,1092
"1093",19214,1093
"1094",11782,1094
"1095",18067,1095
"1096",10956,1096
"1097",9089,1097
"1098",3556,1098
"1099",11435,1099
"1100",19051,1100
"1101",14957,1101
"1102",14462,1102
"1103",11451,1103
"1104",9001,1104
"1105",18685,1105
"1106",7226,1106
"1107",13417,1107
"1108",11103,1108
"1109",19332,1109
"1110",14587,1110
"1111",9425,1111
"1112",1487,1112
"1113",8234,1113
"1114",6647,1114
"1115",9844,1115
"1116",11421,1116
"1117",13884,1117
"1118",2893,1118
"1119",3162,1119
"1120",15722,1120
"1121",2933,1121
"1122",6420,1122
"1123",19221,1123
"1124",3297,1124
"1125",18607,1125
"1126",6155,1126
"1127",19225,1127
"1128",20286,1128
"1129",3942,1129
"1130",17431,1130
"1131",15577,1131
"1132",13883,1132
"1133",18991,1133
"1134",6433,1134
"1135",15528,1135
"1136",13912,1136
"1137",3293,1137
"1138",14685,1138
"1139",906,1139
"1140",5350,1140
"1141",9531,1141
"1142",6550,1142
"1143",1752,1143
"1144",16277,1144
"1145",18913,1145
"1146",6983,1146
"1147",18536,1147
"1148",10413,1148
"1149",15407,1149
"1150",8426,1150
"1151",13971,1151
"1152",7831,1152
"1153",5048,1153
"1154",3758,1154
"1155",8368,1155
"1156",13894,1156
"1157",11198,1157
"1158",9220,1158
"1159",14963,1159
"1160",1197,1160
"1161",5162,1161
"1162",8682,1162
"1163",5934,1163
"1164",8835,1164
"1165",3981,1165
"1166",17858,1166
"1167",5347,1167
"1168",12606,1168
"1169",11212,1169
"1170",2394,1170
"1171",2769,1171
"1172",7164,1172
"1173",2768,1173
"1174",15497,1174
"1175",3403,1175
"1176",18670,1176
"1177",14222,1177
"1178",7045,1178
"1179",14111,1179
"1180",16954,1180
"1181",2439,1181
"1182",17933,1182
"1183",15414,1183
"1184",4496,1184
"1185",15871,1185
"1186",6802,1186
"1187",10783,1187
"1188",10215,1188
"1189",10654,1189
"1190",5392,1190
"1191",15552,1191
"1192",15927,1192
"1193",2135,1193
"1194",6441,1194
"1195",6815,1195
"1196",8267,1196
"1197",2761,1197
"1198",5346,1198
"1199",11374,1199
"1200",3325,1200
"1201",15573,1201
"1202",15444,1202
"1203",4881,1203
"1204",11174,1204
"1205",50,1205
"1206",2638,1206
"1207",4571,1207
"1208",6132,1208
"1209",7962,1209
"1210",10395,1210
"1211",17450,1211
"1212",12008,1212
"1213",5383,1213
"1214",11428,1214
"1215",15535,1215
"1216",6713,1216
"1217",3474,1217
"1218",8442,1218
"1219",3243,1219
"1220",2629,1220
"1221",5030,1221
"1222",9482,1222
"1223",13500,1223
"1224",8671,1224
"1225",16297,1225
"1226",2286,1226
"1227",1701,1227
"1228",5012,1228
"1229",15998,1229
"1230",7298,1230
"1231",3120,1231
"1232",10935,1232
"1233",9434,1233
"1234",20072,1234
"1235",5404,1235
"1236",2490,1236
"1237",17008,1237
"1238",9982,1238
"1239",6744,1239
"1240",16026,1240
"1241",7828,1241
"1242",4251,1242
"1243",12077,1243
"1244",17837,1244
"1245",10163,1245
"1246",15364,1246
"1247",4919,1247
"1248",5171,1248
"1249",14017,1249
"1250",9098,1250
"1251",16724,1251
"1252",9555,1252
"1253",18205,1253
"1254",12343,1254
"1255",11011,1255
"1256",2065,1256
"1257",5812,1257
"1258",4451,1258
"1259",7321,1259
"1260",6410,1260
"1261",2706,1261
"1262",13880,1262
"1263",7814,1263
"1264",7881,1264
"1265",10375,1265
"1266",19111,1266
"1267",6840,1267
"1268",8958,1268
"1269",15678,1269
"1270",16904,1270
"1271",7745,1271
"1272",13366,1272
"1273",7364,1273
"1274",17229,1274
"1275",19179,1275
"1276",3117,1276
"1277",13245,1277
"1278",2482,1278
"1279",16255,1279
"1280",2909,1280
"1281",6952,1281
"1282",2780,1282
"1283",4825,1283
"1284",3468,1284
"1285",11657,1285
"1286",14557,1286
"1287",5462,1287
"1288",11431,1288
"1289",16692,1289
"1290",4574,1290
"1291",18325,1291
"1292",4265,1292
"1293",18676,1293
"1294",487,1294
"1295",9057,1295
"1296",9118,1296
"1297",18442,1297
"1298",14702,1298
"1299",13744,1299
"1300",2178,1300
"1301",13576,1301
"1302",8973,1302
"1303",3388,1303
"1304",10963,1304
"1305",8011,1305
"1306",17973,1306
"1307",295,1307
"1308",1534,1308
"1309",10468,1309
"1310",13361,1310
"1311",20391,1311
"1312",12361,1312
"1313",4924,1313
"1314",19331,1314
"1315",11653,1315
"1316",9454,1316
"1317",18462,1317
"1318",5643,1318
"1319",3522,1319
"1320",14207,1320
"1321",15176,1321
"1322",15894,1322
"1323",12850,1323
"1324",11731,1324
"1325",19354,1325
"1326",1460,1326
"1327",3491,1327
"1328",13490,1328
"1329",19628,1329
"1330",6256,1330
"1331",1808,1331
"1332",6732,1332
"1333",16581,1333
"1334",15740,1334
"1335",9838,1335
"1336",10566,1336
"1337",14517,1337
"1338",4904,1338
"1339",10378,1339
"1340",1664,1340
"1341",7984,1341
"1342",7659,1342
"1343",14725,1343
"1344",4606,1344
"1345",4079,1345
"1346",7548,1346
"1347",2476,1347
"1348",15973,1348
"1349",9476,1349
"1350",3585,1350
"1351",10136,1351
"1352",8891,1352
"1353",8455,1353
"1354",4290,1354
"1355",10782,1355
"1356",780,1356
"1357",16749,1357
"1358",16069,1358
"1359",3505,1359
"1360",2571,1360
"1361",1373,1361
"1362",19032,1362
"1363",11200,1363
"1364",7034,1364
"1365",17749,1365
"1366",16878,1366
"1367",8387,1367
"1368",2041,1368
"1369",10794,1369
"1370",12611,1370
"1371",4840,1371
"1372",17768,1372
"1373",10976,1373
"1374",8663,1374
"1375",13249,1375
"1376",4694,1376
"1377",7161,1377
"1378",16236,1378
"1379",13938,1379
"1380",16420,1380
"1381",1666,1381
"1382",909,1382
"1383",4547,1383
"1384",13932,1384
"1385",6241,1385
"1386",7182,1386
"1387",16102,1387
"1388",9167,1388
"1389",15088,1389
"1390",6338,1390
"1391",1466,1391
"1392",1461,1392
"1393",6427,1393
"1394",10082,1394
"1395",3919,1395
"1396",12903,1396
"1397",13524,1397
"1398",6193,1398
"1399",2276,1399
"1400",7674,1400
"1401",18628,1401
"1402",7876,1402
"1403",11127,1403
"1404",12450,1404
"1405",17531,1405
"1406",9917,1406
"1407",12539,1407
"1408",10427,1408
"1409",3644,1409
"1410",19070,1410
"1411",5343,1411
"1412",5523,1412
"1413",13329,1413
"1414",6406,1414
"1415",8270,1415
"1416",2132,1416
"1417",18338,1417
"1418",17692,1418
"1419",7246,1419
"1420",2932,1420
"1421",6942,1421
"1422",4899,1422
"1423",14571,1423
"1424",183,1424
"1425",3748,1425
"1426",7423,1426
"1427",15956,1427
"1428",1770,1428
"1429",2202,1429
"1430",13967,1430
"1431",18101,1431
"1432",1354,1432
"1433",18487,1433
"1434",4575,1434
"1435",15613,1435
"1436",18721,1436
"1437",3492,1437
"1438",569,1438
"1439",5092,1439
"1440",17077,1440
"1441",4887,1441
"1442",13228,1442
"1443",15155,1443
"1444",9441,1444
"1445",14765,1445
"1446",16817,1446
"1447",10863,1447
"1448",7238,1448
"1449",5549,1449
"1450",4101,1450
"1451",16996,1451
"1452",12428,1452
"1453",3154,1453
"1454",6738,1454
"1455",10440,1455
"1456",4085,1456
"1457",3103,1457
"1458",8235,1458
"1459",9989,1459
"1460",19472,1460
"1461",11700,1461
"1462",4774,1462
"1463",5252,1463
"1464",10166,1464
"1465",15342,1465
"1466",2924,1466
"1467",3569,1467
"1468",9205,1468
"1469",2651,1469
"1470",7758,1470
"1471",7889,1471
"1472",10402,1472
"1473",16436,1473
"1474",7247,1474
"1475",1849,1475
"1476",3787,1476
"1477",14858,1477
"1478",8662,1478
"1479",10311,1479
"1480",2066,1480
"1481",10113,1481
"1482",7140,1482
"1483",10524,1483
"1484",1507,1484
"1485",9052,1485
"1486",15398,1486
"1487",5009,1487
"1488",1804,1488
"1489",7843,1489
"1490",19611,1490
"1491",19064,1491
"1492",7331,1492
"1493",12296,1493
"1494",16887,1494
"1495",8724,1495
"1496",3665,1496
"1497",8302,1497
"1498",8778,1498
"1499",16670,1499
"1500",17685,1500
"1501",14661,1501
"1502",2389,1502
"1503",9840,1503
"1504",8242,1504
"1505",5397,1505
"1506",2359,1506
"1507",15544,1507
"1508",16565,1508
"1509",15738,1509
"1510",4222,1510
"1511",5920,1511
"1512",9929,1512
"1513",16368,1513
"1514",15921,1514
"1515",9191,1515
"1516",5126,1516
"1517",8351,1517
"1518",9604,1518
"1519",4013,1519
"1520",12029,1520
"1521",17060,1521
"1522",7269,1522
"1523",8241,1523
"1524",13907,1524
"1525",19613,1525
"1526",15120,1526
"1527",12317,1527
"1528",5344,1528
"1529",13387,1529
"1530",6910,1530
"1531",12006,1531
"1532",16329,1532
"1533",18516,1533
"1534",1847,1534
"1535",4241,1535
"1536",1189,1536
"1537",14446,1537
"1538",13146,1538
"1539",7798,1539
"1540",13536,1540
"1541",6776,1541
"1542",8789,1542
"1543",9102,1543
"1544",3782,1544
"1545",8416,1545
"1546",7934,1546
"1547",5644,1547
"1548",15873,1548
"1549",9602,1549
"1550",12714,1550
"1551",12765,1551
"1552",18219,1552
"1553",12103,1553
"1554",18665,1554
"1555",1852,1555
"1556",19481,1556
"1557",18466,1557
"1558",19361,1558
"1559",8913,1559
"1560",8447,1560
"1561",4309,1561
"1562",3806,1562
"1563",15995,1563
"1564",7196,1564
"1565",16272,1565
"1566",18378,1566
"1567",7104,1567
"1568",10558,1568
"1569",3584,1569
"1570",12473,1570
"1571",11726,1571
"1572",17868,1572
"1573",1996,1573
"1574",14796,1574
"1575",18782,1575
"1576",17435,1576
"1577",877,1577
"1578",10600,1578
"1579",1200,1579
"1580",8763,1580
"1581",4890,1581
"1582",7563,1582
"1583",10147,1583
"1584",8920,1584
"1585",7834,1585
"1586",6579,1586
"1587",14121,1587
"1588",11162,1588
"1589",2579,1589
"1590",6619,1590
"1591",2716,1591
"1592",9449,1592
"1593",14375,1593
"1594",17072,1594
"1595",11880,1595
"1596",19146,1596
"1597",11928,1597
"1598",9153,1598
